SQ_CANDIDATO,VR_BEM_CANDIDATO,DS_CARGO,QT_VOTOS,NM_VOTAVEL
210000776107,10500000000.0,Vereador,5,ELISSANDRO RIBEIRO LUNA
210000776108,256000000000.0,Vereador,157,JOSE MARCINO LOUZADA DE SOUZA
210000776109,280000000000.0,Vereador,260,VANDERLEI DIAS DA CRUZ
210000776110,150000000000.0,Vereador,8,SILVIA ROSI PEREIRA LEAL
210000776111,43000000000.0,Vereador,89,CRISTIANO ALVES DA SILVA
210000776112,180000000000.0,Vereador,1,ZULCE MARIA MOREIRA BORGES
210000776113,300000000000.0,Vereador,378,JARDEL SOUZA DE OLIVEIRA
210000776114,116397940000.0,Vereador,245,CLERIA TEREZINHA BET JACONDINO
210000776148,4400000000.0,Vereador,84,VANDERLEI JOSE SILVEIRA DE LIMA
210000776149,60000000000.0,Vereador,46,PEDRO ONOFRE VASCO
210000776151,30000000000.0,Vereador,3,LAISA EDUARDA NEGRINI
210000776152,15600000000.0,Vereador,66,NEIVA DE FATIMA AZEVEDO DE CEZARO
210000776153,45000000000.0,Vereador,93,ADAO JOSE DA SILVA
210000776155,98800000000.0,Vereador,54,MARGARETE TEREZINHA BALESTRIN FERREIRA
210000776158,350000000000.0,Vereador,105,GENEDIR LUIZ NEGRINI
210000776159,24000000000.0,Vereador,14,CLODOALDO HAAS
210000776645,160216860000.0,Prefeito,530,ROBERTO PAULO ALBRING PREDIGER
210000776664,1500000000.0,Vereador,9,DULCE APARECIDA DOS SANTOS
210000776665,230195590000.0,Vereador,193,SIDNEI SALETE CARNIEL OLIVOTO
210000776666,263688430000.0,Vereador,46,DALTRO BELTRAME
210000776668,1500000000.0,Vereador,111,VALMIR ZENIS
210000776775,116000000000.0,Prefeito,700,JOÃO LEONIR ALMEIDA DE MELLO
210000776810,1393706890000.0,Prefeito,1132,CARLOS ZIULKOSKI
210000776850,308000000000.0,Vereador,45,ALDEMIR DORNELES DE CARVALHO
210000776851,500000000000.0,Vereador,483,JOSÉ ERNANI COSTA FERREIRA
210000776852,232000000000.0,Vereador,199,PAULO SÉRGIO DA SILVA
210000776853,300000000000.0,Vereador,114,JORGE LUIZ PIMENTEL FURTADO
210000776854,600000000000.0,Vereador,38,JOÃO LUIZ BRAGA
210000776855,7000000000.0,Vereador,188,RENATA PUPPO BRANDÃO LONGONI
210000776856,102088840000.0,Vereador,127,GISELE FLACH DOMINGUES
210000776886,200000000000.0,Vereador,11,FELIPA DE CAMPOS SOARES
210000776912,193828680000.0,Vereador,112,OSEIAS RIBEIRO DA SILVA
210000776913,5221290000.0,Vereador,79,LUCIARA JACOBSEN RAMOS
210000776915,325000000000.0,Vereador,93,SANDRA MARIA BIELAVSKI
210000776916,301388980000.0,Vereador,165,VILSON SIEGERSTATTER
210000776917,265000000000.0,Vereador,25,RODIMAR DOS SANTOS FRANÇA
210000776918,110000000000.0,Vereador,153,DANIELA LUIZA CZUPRINIAK
210000776919,243652980000.0,Vereador,88,CLAUDIOMIRO DIAS
210000776920,390430150000.0,Vereador,183,EVANDRO ROBE
210000776921,40000000000.0,Vereador,15,LOECI LIMA DE OLIVEIRA
210000776925,8480000000.0,Vereador,8,ANA CLAIR PORTELLA
210000776926,35000000000.0,Vereador,58,SADI ZAUZA
210000776929,8925000000.0,Vereador,21,JOSE EURIDES SILVA DE LIMA
210000776931,11113000000.0,Vereador,62,MOISES DOS SANTOS
210000776932,269855000000.0,Vereador,22,ARMINDO REINHEIMER
210000776933,157000000000.0,Vereador,306,LOIDEMAR POZZA
210000776934,390970000000.0,Vereador,181,ZEFERINO ARAUJO DE ARAUJO
210000776935,4059770800000.0,Vereador,333,MAURO WERB JUNIOR
210000776936,334500000000.0,Vereador,130,JOSÉ DOS SANTOS RODRIGUES
210000776937,9367000000.0,Vereador,19,MÁRCIA RAQUEL SILVERIO MARTINS
210000776938,45254000000.0,Vereador,33,SERGIO LUIS HENEMANN
210000776939,48674000000.0,Vereador,498,ADALBERTO DOS SANTOS LEMOS
210000776940,127000000000.0,Vereador,375,ANIBALDO KLEINKAUF
210000776941,14000000000.0,Vereador,31,CERENI MARIA HUGENTOBLER
210000776942,76031940000.0,Vereador,165,LUIZ ANTONIO DE LIMA
210000776943,100000000000.0,Vereador,118,SILVANA REGINA DIAS
210000776946,54700000000.0,Vereador,90,ROMANO RODRIGUES
210000776947,16171000000.0,Vereador,547,JOANIR LEANDRO ELTZ JUNIOR
210000776948,7520000000.0,Vereador,131,TAISA GIOVANA MARCIANO BELIZARIO
210000776949,5000000000.0,Vereador,86,ISAC SANTIAGO
210000776950,41641000000.0,Vereador,78,SANDRO DANIEL DA SILVEIRA
210000777037,345000000000.0,Prefeito,1273,LUIZ RENATO MILESKI GONCZOROSKI
210000777087,310500000000.0,Vereador,411,JAIR JOSE LUSSANI
210000777088,3700000000.0,Vereador,35,ELANE KOCHEN HECK
210000777150,200000000000.0,Vereador,18,ANDRÉ PEREIRA DA SILVA
210000777151,6758830000.0,Vereador,994,EMERSON HENZEL MACHADO
210000777153,180000000000.0,Vereador,59,MARCOS ROBERTO GEHRKE KRONING
210000777154,8000000000.0,Vereador,94,LAURO FRANCISCO LEAL DA CUNHA
210000777155,40000000000.0,Vereador,139,JOÃO PABLO SIGALES SCHMALFUSS
210000777156,443585460000.0,Vereador,340,LIZIANE FONSECA FAHL
210000777158,428400000000.0,Vereador,464,RUBENS ANGELIN DE VARGAS
210000777159,80000000000.0,Vereador,48,SILVIO WILLE
210000777161,282541000000.0,Vereador,577,MARCELO ROMIG MARON
210000777162,450000000000.0,Vereador,62,MAURO RODRIGO CARVALHO KURZ
210000777164,60000000000.0,Vereador,259,ANDRÉ LIMA DA SILVA
210000777166,120000000000.0,Vereador,10,MARIA MADALENA FARIA BILHALVA
210000777168,8000000000.0,Vereador,10,LÚCIO DOS SANTOS FERRAZ
210000777170,230000000000.0,Vereador,12,NELZA MARIA ALVES MARQUES MACHADO
210000777319,821187890000.0,Vereador,287,MONICA NUNES
210000777320,100700000000.0,Vereador,105,JAIR JACQUES SOARES
210000777321,16000000000.0,Vereador,15,LUCIANA RODRIGUES CUNHA
210000777322,12000000000.0,Vereador,73,DEISE MARISTELA BARBOZA DE OLIVEIRA
210000777323,5000000000.0,Vereador,117,HELIO VALDIR AGUIAR DIGLIO
210000777324,285000000000.0,Vereador,59,IBARE FERREIRA PINTO
210000777327,406000000000.0,Vereador,19,PEDRO FERNANDO DOLDAN AFONSO
210000777419,184174440000.0,Prefeito,2351,CAETANO ALBARELLO
210000777488,79000000000.0,Vereador,179,MAGALI GOMES BALCONI
210000777491,1530130110000.0,Vereador,468,FELIPE NASCIMENTO ABIB
210000777493,170000000000.0,Vereador,20,AMERICO FAGUNDES DOS SANTOS
210000777574,5000000000.0,Vereador,27,SIDMAR SANTIAGO
210000777575,645719840000.0,Vereador,87,LUIZ DURANTE
210000777576,91891730000.0,Vereador,73,OLICE VICENZI
210000777577,262300000000.0,Vereador,18,MARINÊS ZABOT
210000777578,176500000000.0,Vereador,98,ADELAR LUIZ SANDER
210000777579,77231250000.0,Vereador,38,CLARICE VIZIOLI DE COL
210000777580,620500000000.0,Vereador,123,FRANCIELE TRICHES
210000777582,108202930000.0,Vereador,33,JOZELINO BETANIN
210000777583,9000000000.0,Vereador,96,ANDERSON ANTONIO DECOL
210000777584,982000000000.0,Vereador,46,JOEL ANDREI DIDÓ
210000777585,16627150000.0,Vereador,21,MARCOS ANTONIO TIBOLA
210000777587,798724240000.0,Vereador,232,MARINEIA LUSA
210000777999,80000000000.0,Vereador,30,MILTON RIGO
210000778001,146970270000.0,Vereador,244,ROGERIO FICANHA
210000778169,100500000000.0,Prefeito,1615,ELTON TATTO
210000778279,60530000.0,Vereador,8,PAULO BORGES DA SILVA
210000778280,234000000000.0,Vereador,50,EDENIR ANTONIO DE SOUZA RAMOS
210000778281,9680000000.0,Vereador,41,DALMECI CLAITON TEIXEIRA
210000778282,409106680000.0,Vereador,156,FREDERICO TOILLIER
210000778283,190000000000.0,Vereador,83,CECILIA MARIA NIEMEYER
210000778284,122556130000.0,Vereador,28,ROSANE MEURER
210000778293,54861000000.0,Vereador,133,LUIZ PAIANO DA SILVA
210000778725,95000000000.0,Vereador,54,ANDERSON PRIMAZ
210000778727,9000000000.0,Vereador,86,LUIZ ANTONIO AROLDI
210000778909,116000000000.0,Vereador,118,JOSE PAULO MALLMANN
210000778910,25000000000.0,Vereador,185,JORGE ARLEY OLBERMANN
210000778911,10000000000.0,Vereador,68,MIGUEL FRANCISCO DA SILVA
210000778912,80000000000.0,Vereador,74,LICIA FRANCISCA SCHNEIDER
210000778913,87000000000.0,Vereador,222,DEMETRÍOS KAROL LORENZINI
210000778915,8000000000.0,Vereador,170,ALANA ISABEL GREGORY
210000779025,500000000000.0,Prefeito,887,DAGOBERTO NEVES
210000779032,391000000000.0,Vereador,149,JUÇÁRA TERESINHA LOPES SILVA
210000779037,120000000000.0,Vereador,237,DARCI RENATO FEITEN
210000779080,50000000000.0,Vereador,35,MARIA CONCEIÇÃO ANDRADE SOUZA
210000779081,43000000000.0,Vereador,85,MÁRCIO HEITICH FERREIRA
210000779082,25900000000.0,Vereador,111,MÁRCIO CAMPOS DOS SANTOS
210000779084,8000000000.0,Vereador,100,SAUL IVAN DE LIMA FONTOURA
210000779085,148813000000.0,Vereador,16,SHARON LIDIA HARTMANN RICOLDI
210000779088,200786000000.0,Vereador,107,RICARDO ELIAS VALENTINS HENRIQUE
210000779089,15500000000.0,Vereador,624,VANTUIR EMERSON RODRIGUES
210000779116,750000.0,Vereador,52,PATRICK CERENTINI
210000779117,10000520000.0,Vereador,9,LEILA CAMILA MANSKE
210000779118,2190000.0,Vereador,594,CRISTINA BEATRIZ ROHDE
210000779119,500000000.0,Vereador,16,HELLEN LUISA KNAK
210000779120,258593820000.0,Vereador,45,JERONI TAVARES
210000779121,30406390000.0,Vereador,74,MARLON ISRAEL BERNARDO
210000779123,100000.0,Vereador,20,IRACEMA FERNANDES
210000779124,230000.0,Vereador,14,LIZIE FERNANDA MENDES DO NASCIMENTO
210000779125,272000000000.0,Vereador,124,ALCIDO DROST
210000779126,608000000000.0,Vereador,301,MARCIO CUNHA GOMES
210000779127,11061000000.0,Vereador,30,LAURI ESPERIDIÃO
210000779214,489822670000.0,Prefeito,6064,MARIO RAUL DA ROSA CORRÊA
210000779220,496748320000.0,Prefeito,12079,VINICIUS DE TOMASI RIBEIRO
210000779554,517000000000.0,Vereador,133,ILO WILDFAIER LOMBARDI
210000779555,403000000000.0,Vereador,76,SILVIO EGIDIO RAPHAELLI
210000779557,454000000000.0,Vereador,184,RODRIGO SEMENSATTO DE LIMA
210000779558,127500000000.0,Vereador,113,MANOEL RENATO DOS SANTOS SILVA
210000779559,50000000000.0,Vereador,273,ALVICIO SOUZA DA SILVA
210000779560,310000000000.0,Vereador,26,MARIA DE LOURDES LANZARINI VAZ
210000779561,520000000000.0,Vereador,102,CLOVES LANZARINI
210000779677,27000000000.0,Vereador,527,ZALO BUENO GOMES DA SILVA
210000779678,35092850000.0,Vereador,432,DILETA DE VARGAS PAVAO DAS CHAGAS
210000779679,20000000000.0,Vereador,555,JAQUELINE BRIGNONI WINSCH
210000779680,546890000000.0,Vereador,295,EDUARDO GUILHERME ARTMANN
210000779681,502000000000.0,Vereador,115,LETICIA OLIVEIRA ROCKENBACH BRONSTRUP
210000779682,18000000000.0,Vereador,176,VALDIR OLAVO LAGEMANN
210000779683,200000000000.0,Vereador,400,ANDRE OLIVEIRA FERREIRA
210000779684,81130000000.0,Vereador,429,GIOVANI MOACIR DIESEL
210000779685,582706690000.0,Vereador,678,GESMARI INEZ JANDREY
210000779687,12400000000.0,Vereador,39,ADELIR BECKER
210000780520,800000000.0,Vereador,29,SIMONE BAUMGARTEN
210000780521,30861740000.0,Vereador,19,RENAN BAUMGARTNER
210000780522,152146630000.0,Vereador,47,CLAUDIO ANTONIO BARRACHINI MIKOCAK
210000780523,27344210000.0,Vereador,43,AGEU GODOY GONÇALVES
210000780524,800000000.0,Vereador,47,ANA CLARA PIRES DA SILVA
210000780525,4719000000.0,Vereador,10,JOSÉ ELIBERTO SANTOS DE MELO
210000780526,250755070000.0,Vereador,40,ALEX SANDRO SCHNEIDER
210000780527,31077430000.0,Vereador,247,MARLIZE BLANKE MEDEIROS
210000780528,801830000.0,Vereador,109,MATHEUS FELIPE FRANÇA
210000780529,772929160000.0,Vereador,356,JOÃO CARLOS TABORDA ZIMMERMANN
210000780530,138920470000.0,Vereador,24,OLMIRO CORIM DE MELO
210000780531,174115100000.0,Vereador,332,ERNANI ZAGONEL
210000780532,121065890000.0,Vereador,687,ANGELO FABIAM DUARTE THOMAS
210000780533,54682590000.0,Vereador,351,SIMONE APARECIDA BRAGA KOGLER
210000780534,346009750000.0,Vereador,41,IOLANDA MROGINSKI
210000780535,100680000000.0,Vereador,47,ZEMILDO VALENTIM LOPES
210000780599,14922050000.0,Vereador,61,GRASIELA GARCIA DA SILVA
210000780601,1040000000000.0,Vereador,392,ELTON JOSÉ FRIZZO
210000780604,781000000000.0,Vereador,292,DANIELA INÊS PEDRON
210000780606,5000000000.0,Vereador,188,CLEITON VALCARENGHI
210000780607,454714660000.0,Vereador,309,AGUSTINHO JOSÉ SILVESTRE
210000780608,126900000000.0,Vereador,136,GELSON DE GODOY SOARES
210000780609,8000000000.0,Vereador,119,IVAN RICARDO PAIM
210000780612,1657761730000.0,Vereador,283,PAULO ROBERTO RODRIGUES
210000780614,114000000000.0,Vereador,47,CARLOS ALBERTO GOMES DA SILVA
210000780617,13000000000.0,Vereador,47,SANDRO ALEX DOS SANTOS
210000780618,30000000000.0,Vereador,52,LEOMAR PEDROZO
210000780619,36000000000.0,Vereador,29,FABIO EZEQUIEL PIETROSKI
210000780620,35000000000.0,Vereador,36,SUZANA BOFF
210000780621,22500000000.0,Vereador,333,MARIA BEATRIZ MACIEL MONTEIRO
210000780622,2518000000.0,Vereador,165,LUCIMAR FERREIRA DA SILVA
210000780623,361500000000.0,Vereador,692,LUCIANO DRUM DE ALMEIDA
210000780624,80000000000.0,Vereador,78,LUCIANA SALETE FERREIRA DA SILVA
210000780625,278000000000.0,Vereador,294,JUVENIL NUNES DE MORAES
210000780626,9290000000.0,Vereador,50,NEURA DE FÁTIMA DUARTE
210000780627,128442260000.0,Vereador,87,ZENAIDE EUCLIDES FERREIRA DA SILVA
210000780628,110088780000.0,Vereador,206,ROVALDINO DE ASSIS GODINHO
210000780629,632000000000.0,Vereador,108,SILVANA DE FATIMA RIBEIRO
210000780633,492505870000.0,Prefeito,5633,FÁBIO PERSCH
210000780682,770000000000.0,Vereador,481,HANNEY CYD HAR CAVALHEIRO
210000780683,143000000000.0,Vereador,559,MAURÍCIO BOFILL DEL FABRO
210000780684,159000000000.0,Vereador,98,JOSÉ EDSON DA SILVA SILVEIRA
210000780685,519885240000.0,Vereador,266,LA HIRE MENDINA FILHO
210000780686,22000000000.0,Vereador,533,MARCIA ROSANE DA ROSA DOS SANTOS
210000780687,140000000000.0,Vereador,37,MARISTELA LORETO SANZ
210000780688,28000000000.0,Vereador,501,CARLOS NILO COELHO PINTOS
210000780689,364561100000.0,Vereador,732,LUÍS EDUARDO REIS DO AMARAL
210000780690,250000000000.0,Vereador,60,PAULO RICARDO QUEIROZ DUARTE
210000780691,434500000000.0,Vereador,308,RUI FRANCISCO FERREIRA RODRIGUES
210000780692,10000000000.0,Vereador,267,AUREA MARIA VARGAS GUEDES GIORGETTA
210000780695,140000000000.0,Vereador,22,VERA REGINA ALVES LINA SOARES
210000780700,260000000000.0,Vereador,184,JULIANA BACKES LUTZ
210000780702,827200000000.0,Vereador,288,MAURICIO DUARTE DA SILVA
210000780704,169500000000.0,Vereador,189,DELMAR ALVES DE SIQUEIRA
210000780705,423689160000.0,Vereador,246,JANETE LEANDRA PRETTO FRANCO
210000780708,180000000000.0,Vereador,168,IRANI OLIVEIRA DA ROSA
210000780709,602000000000.0,Vereador,377,JOEL ANTUNES DA ROSA
210000780814,714132470000.0,Prefeito,1733,OTELMO REIS DA SILVA
210000780955,730000000000.0,Vereador,121,LOURDES MARIA CALSING
210000780956,290144250000.0,Vereador,79,MARIA MARCIA DAUBERMANN
210000780957,330622290000.0,Vereador,50,JOSÉ LUIZ KIRST
210000780958,751171670000.0,Vereador,105,PEDRINHO KNEBEL
210000780959,107154370000.0,Vereador,189,BARBARA SCHAEDLER
210000780960,237992920000.0,Vereador,65,JACÓ INÁCIO RAUBER
210000780961,22418340000.0,Vereador,101,MARIA SIRLEI SCHONS
210000781198,157387590000.0,Vereador,206,VALDIR SETEMBRINO RIGOTTI
210000781199,890757680000.0,Vereador,215,CIDNEI EDSON TIBOLA
210000781200,137000000000.0,Vereador,215,GILNEI ANTUNES DOS SANTOS
210000781201,272000000000.0,Vereador,189,MILTON RONEI SOARES DA LUZ
210000781202,631701200000.0,Vereador,224,DILERMANDO GIRARDELLO
210000781203,332000000000.0,Vereador,247,DAIANE BAST VON MUHLEN
210000781204,116598210000.0,Vereador,162,IRINEIA DAL BEM BATISTELLO
210000781205,181800000000.0,Vereador,80,MILENE APARECIDA DE OLIVEIRA
210000781206,109000000000.0,Vereador,220,CARLOS ALVES MARTINS
210000781207,182000000000.0,Vereador,251,ANA PAULA SCHILLING
210000781208,8484200000.0,Vereador,215,MATEUS ARTHUR SPECHT
210000781209,360004810000.0,Vereador,78,ROQUE LIRO STEFFENS
210000781210,325454870000.0,Vereador,119,RUI BIRNFELD
210000781211,32759450000.0,Vereador,193,JOEL ANDRÉ KLEINSCHMITT
210000781212,6852770000.0,Vereador,201,SIMONE MARIA KLASSMANN
210000781213,291228410000.0,Vereador,67,PAULO JOSÉ ORTH
210000781214,2500000000.0,Vereador,59,ROSA MARIA LEITE MARTINS
210000781215,42931540000.0,Vereador,25,CATARINA NOELI FINGER
210000781216,154758220000.0,Vereador,114,JOSÉ DA SILVA
210000781217,2000000000.0,Vereador,19,MARLI CARVALHO DE MOURA
210000781218,248500000000.0,Vereador,239,ENIO DE SAIBA
210000781219,2500000000.0,Vereador,31,SONIA BOMBANA DE INHAIA GOFFI
210000781220,2500000000.0,Vereador,87,TANIA MARCIA DE ALMEIDA ZORZI
210000781221,503000000000.0,Vereador,116,VALMIR GOMES FERREIRA
210000781222,930000000000.0,Vereador,216,JOÃO ADELCIO FLORES RIGO
210000781332,70742000000.0,Vereador,125,VANDERLEI BENDER BONEZ
210000781333,70000000000.0,Vereador,1273,DANIEL SOUZA DOS SANTOS
210000781334,28914840000.0,Vereador,197,ANDERSON DE ALMEIDA CAMARGO
210000781335,3000730000.0,Vereador,513,ANDRE ARTICO CHEMELLO
210000781336,360159230000.0,Vereador,485,JOELMIR DA SILVA NETO
210000781337,671000000000.0,Vereador,189,MIRANGELA ROSSI
210000781338,1060000000000.0,Vereador,323,LEANDRO PAVAN
210000781339,240000000000.0,Vereador,550,NADJA RIPPEL
210000781340,44900000000.0,Vereador,181,RODOLFO PEREIRA VALIM JUNIOR
210000781341,1528682000000.0,Vereador,850,TIBIRIÇÁ VIANNA MAINERI
210000781342,64786170000.0,Vereador,104,IVETE ZINANNI MARCHI
210000781343,22640840000.0,Vereador,278,KELI BERNARDI
210000781344,61396000000.0,Vereador,127,MICHELE CAPELETTI LOHMANN
210000781345,182500000000.0,Vereador,236,ALAOR CORREA BARBOSA
210000781346,409415480000.0,Vereador,379,CLAUDIR ANTONIO DE BITTENCOURT
210000781347,13000000000.0,Vereador,87,CLAITON HENRIQUE CAETANO
210000781348,250000000000.0,Vereador,783,JÚLIO CÉSAR DA SILVA SOARES
210000781350,71109260000.0,Vereador,407,FABIANA TANURI
210000781351,240350530000.0,Vereador,82,CRISTIANO DE ABREU SOARES
210000781424,387045360000.0,Prefeito,4623,FERNANDO ZIMMERMANN PRESTES
210000781589,956261970000.0,Prefeito,88834,SERGIO ROBERTO CECCHIN
210000781830,25001840000.0,Vereador,8,TACIANY CARLOTTO
210000781831,199723880000.0,Vereador,66,RENATO INÁCIO KIRCH
210000781832,195481440000.0,Vereador,97,ADRIANO KNIEST
210000782644,10000000000.0,Vereador,342,LORETE  JOSEFINA PITOL CARBONI
210000782645,415929050000.0,Vereador,300,NICASIO ORLANDO MALAGGI
210000782646,85480800000.0,Vereador,443,ESTEVÃO CAUZZI
210000782647,35050010000.0,Vereador,175,CIRIO FRANCISCO DE FREITAS
210000782648,11192050000.0,Vereador,85,LEONARDO SCHUCK
210000782649,76000680000.0,Vereador,53,SUELI GONÇALVES FERRARI
210000782742,11530780000.0,Vereador,289,ALVIMAR PAULO TREMEA
210000782743,17650040000.0,Vereador,246,PAULO CESAR BETTONI
210000782744,22696130000.0,Vereador,215,FELIPE SALVINI
210000782745,55326870000.0,Vereador,78,EVELI TERRA
210000782746,270100900000.0,Vereador,209,MARISTELA PILOTTI DAMETTO
210000782747,10000000000.0,Vereador,27,ALEXANDRA MARIA DE COL BETTONI
210000782748,61000000000.0,Vereador,38,LUCIANO BARBOZA DUTRA
210000782749,1483336590000.0,Vereador,231,DIRCEU SPERANDIO
210000782903,100000000000.0,Vereador,2646,RAIZER DA SILVA FERREIRA
210000782905,15000000000.0,Vereador,440,DEMARI KEGLER WAGNER
210000782906,25000000000.0,Vereador,2095,VLADIMIR JOSÉ PEREIRA LOURENÇO
210000782907,200000000000.0,Vereador,133,ADALBERTO DA CONCEIÇÃO FERNANDES
210000782909,205000000000.0,Vereador,1811,RICARDO ADOLFO RITTER
210000782910,326740000000.0,Vereador,342,MÁRCIA SIMONE DE SOUZA
210000782911,430000000000.0,Vereador,523,MÔNICA FALKOSKI DE MELLO
210000782912,12000000000.0,Vereador,684,CÉSAR LEANDRO HUGENTOBLER
210000782914,25000000000.0,Vereador,552,JORGE ANTUNES DO NASCIMENTO
210000782915,428000000000.0,Vereador,934,GISLAINE DE FÁTIMA SCHIMIDT PRATE PIRES
210000782916,260000000000.0,Vereador,1389,JOEL ANTONIO DA SILVA GROSS
210000782917,402031600000.0,Vereador,851,NELSON DIETRICH JUNIOR
210000782918,431015720000.0,Vereador,1499,LUIZ CARLOS SCHENLRTE
210000782920,180000000000.0,Vereador,185,ALTAIR FABIANO DE OLIVEIRA
210000782921,383000000000.0,Vereador,218,CLAUDIOMIRO RODRIGUES DA SILVA
210000782922,50523070000.0,Vereador,1578,SEMILDA MELHER DOS SANTOS
210000782923,221544000000.0,Vereador,776,MARISTELA DA SILVA
210000782966,353553800000.0,Prefeito,3254,IVAN RAFAEL TREVISAN
210000782967,291000000000.0,Vereador,21,ALMIR BLAIL
210000782968,168000000000.0,Vereador,58,VERA LUCIA MENEGHETTI
210000782969,109300000000.0,Vereador,77,VALDECIR GNAS
210000782971,410280000000.0,Vereador,200,ROGERIO FRANCESCHI
210000782972,246300000000.0,Vereador,123,MARCIO BERNARDI
210000783053,235040000000.0,Prefeito,759,EVANDRO BARATTO
210000783071,45000000000.0,Vereador,164,GESSICA BALDISSERA
210000783072,264000000000.0,Vereador,311,PAULO ROBERTO MACCARI
210000783252,342000000000.0,Vereador,92,ADEMIR MUSTCHALL
210000783254,75000000000.0,Vereador,8,NADIR FORTE
210000783255,45000000000.0,Vereador,32,JOCEMAR MACHADO
210000783256,204000000000.0,Vereador,74,IVACIR ROQUE NOGUEIRA
210000783257,3000000000.0,Vereador,21,CLAIR CASALI
210000783258,35000000000.0,Vereador,57,RICARDO TOMAZ
210000783259,270000000000.0,Vereador,81,GENICE SIMONE KOSSMANN
210000783260,127000000000.0,Vereador,13,JULIO CEZAR DE QUADROS
210000783263,154000000000.0,Vereador,3,ALZIRA SALETE LEHR SILVA
210000783265,2000000000.0,Vereador,81,JOSÉ CARLOS BALBINOT
210000783266,2000000000.0,Vereador,6,TÂNIA BERNARDETE VOLPATO
210000783268,268000000000.0,Vereador,97,JOÃO HENRIQUE BAZZOTTI
210000783270,140000000000.0,Vereador,42,VALDERI LUIZ TALASCA
210000783469,174500000000.0,Vereador,96,VITOR HUGO DE SOUZA ALMEIDA
210000783470,6000000000.0,Vereador,110,EDILSON FARIAS
210000783471,53532200000.0,Vereador,214,OBERTE DA SILVA PAIVA
210000783472,5800000000.0,Vereador,79,WELLINGTON GONÇALVES CABALDI
210000783473,431589850000.0,Vereador,240,ROSELI CALVETTI
210000783474,234060000000.0,Vereador,300,ALEX PITONI
210000783475,24367620000.0,Vereador,412,LISANDRO DA SILVA LENZ
210000783476,270000000000.0,Vereador,467,ISABEL CRISTINA ESPINOZA SOUZA
210000783479,160000000000.0,Vereador,52,IRACEMA VELEDA GOULART
210000783516,378434990000.0,Vereador,576,ALCEU LUIZ SEEHABER
210000783517,10500000000.0,Vereador,39,CASSIA FERNANDA PEREIRA
210000783518,801300000000.0,Vereador,323,JOSÉ ADAIR DE CAMARGO
